image_path,tag
valorant_images\valorant_BREEZE Valorant_42.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_43.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_44.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_45.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_46.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_47.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_48.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_49.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_5.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_6.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_7.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_8.jpg,BREEZE
valorant_images\valorant_BREEZE Valorant_9.jpg,BREEZE
valorant_images\valorant_Brimstone Valorant_0.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_1.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_10.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_11.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_12.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_13.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_14.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_15.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_16.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_17.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_18.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_19.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_2.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_20.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_21.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_22.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_23.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_24.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_25.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_26.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_27.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_28.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_29.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_3.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_30.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_31.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_32.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_33.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_34.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_35.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_36.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_37.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_38.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_39.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_4.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_40.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_41.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_42.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_43.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_44.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_45.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_46.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_47.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_48.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_49.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_5.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_6.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_7.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_8.jpg,Brimstone
valorant_images\valorant_Brimstone Valorant_9.jpg,Brimstone
valorant_images\valorant_Bucky Valorant_0.jpg,Bucky
valorant_images\valorant_Bucky Valorant_1.jpg,Bucky
valorant_images\valorant_Bucky Valorant_10.jpg,Bucky
valorant_images\valorant_Bucky Valorant_11.jpg,Bucky
valorant_images\valorant_Bucky Valorant_12.jpg,Bucky
valorant_images\valorant_Bucky Valorant_13.jpg,Bucky
valorant_images\valorant_Bucky Valorant_14.jpg,Bucky
valorant_images\valorant_Bucky Valorant_15.jpg,Bucky
valorant_images\valorant_Bucky Valorant_16.jpg,Bucky
valorant_images\valorant_Bucky Valorant_17.jpg,Bucky
valorant_images\valorant_Bucky Valorant_18.jpg,Bucky
valorant_images\valorant_Bucky Valorant_19.jpg,Bucky
valorant_images\valorant_Bucky Valorant_2.jpg,Bucky
valorant_images\valorant_Bucky Valorant_20.jpg,Bucky
valorant_images\valorant_Bucky Valorant_21.jpg,Bucky
valorant_images\valorant_Bucky Valorant_22.jpg,Bucky
valorant_images\valorant_Bucky Valorant_23.jpg,Bucky
valorant_images\valorant_Bucky Valorant_24.jpg,Bucky
valorant_images\valorant_Bucky Valorant_25.jpg,Bucky
valorant_images\valorant_Bucky Valorant_26.jpg,Bucky
valorant_images\valorant_Bucky Valorant_27.jpg,Bucky
valorant_images\valorant_Bucky Valorant_28.jpg,Bucky
valorant_images\valorant_Bucky Valorant_29.jpg,Bucky
valorant_images\valorant_Bucky Valorant_3.jpg,Bucky
valorant_images\valorant_Bucky Valorant_30.jpg,Bucky
valorant_images\valorant_Bucky Valorant_31.jpg,Bucky
valorant_images\valorant_Bucky Valorant_32.jpg,Bucky
valorant_images\valorant_Bucky Valorant_33.jpg,Bucky
valorant_images\valorant_Bucky Valorant_34.jpg,Bucky
valorant_images\valorant_Bucky Valorant_35.jpg,Bucky
valorant_images\valorant_Bucky Valorant_36.jpg,Bucky
valorant_images\valorant_Bucky Valorant_37.jpg,Bucky
valorant_images\valorant_Bucky Valorant_38.jpg,Bucky
valorant_images\valorant_Bucky Valorant_39.jpg,Bucky
valorant_images\valorant_Bucky Valorant_4.jpg,Bucky
valorant_images\valorant_Bucky Valorant_40.jpg,Bucky
valorant_images\valorant_Bucky Valorant_41.jpg,Bucky
valorant_images\valorant_Bucky Valorant_42.jpg,Bucky
valorant_images\valorant_Bucky Valorant_43.jpg,Bucky
valorant_images\valorant_Bucky Valorant_44.jpg,Bucky
valorant_images\valorant_Bucky Valorant_45.jpg,Bucky
valorant_images\valorant_Bucky Valorant_46.jpg,Bucky
valorant_images\valorant_Bucky Valorant_47.jpg,Bucky
valorant_images\valorant_Bucky Valorant_48.jpg,Bucky
valorant_images\valorant_Bucky Valorant_49.jpg,Bucky
valorant_images\valorant_Bucky Valorant_5.jpg,Bucky
valorant_images\valorant_Bucky Valorant_6.jpg,Bucky
valorant_images\valorant_Bucky Valorant_7.jpg,Bucky
valorant_images\valorant_Bucky Valorant_8.jpg,Bucky
valorant_images\valorant_Bucky Valorant_9.jpg,Bucky
valorant_images\valorant_Bulldog Valorant_0.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_1.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_10.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_11.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_12.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_13.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_14.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_15.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_16.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_17.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_18.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_19.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_2.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_20.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_21.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_22.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_23.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_24.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_25.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_26.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_27.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_28.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_29.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_3.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_30.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_31.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_32.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_33.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_34.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_35.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_36.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_37.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_38.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_39.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_4.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_40.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_41.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_42.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_43.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_44.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_45.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_46.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_47.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_48.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_49.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_5.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_6.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_7.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_8.jpg,Bulldog
valorant_images\valorant_Bulldog Valorant_9.jpg,Bulldog
valorant_images\valorant_Chamber Valorant_0.jpg,Chamber
valorant_images\valorant_Chamber Valorant_1.jpg,Chamber
valorant_images\valorant_Chamber Valorant_10.jpg,Chamber
valorant_images\valorant_Chamber Valorant_11.jpg,Chamber
valorant_images\valorant_Chamber Valorant_12.jpg,Chamber
valorant_images\valorant_Chamber Valorant_13.jpg,Chamber
valorant_images\valorant_Chamber Valorant_14.jpg,Chamber
valorant_images\valorant_Chamber Valorant_15.jpg,Chamber
valorant_images\valorant_Chamber Valorant_16.jpg,Chamber
valorant_images\valorant_Chamber Valorant_17.jpg,Chamber
valorant_images\valorant_Chamber Valorant_18.jpg,Chamber
valorant_images\valorant_Chamber Valorant_19.jpg,Chamber
valorant_images\valorant_Chamber Valorant_2.jpg,Chamber
valorant_images\valorant_Chamber Valorant_20.jpg,Chamber
valorant_images\valorant_Chamber Valorant_21.jpg,Chamber
valorant_images\valorant_Chamber Valorant_22.jpg,Chamber
valorant_images\valorant_Chamber Valorant_23.jpg,Chamber
valorant_images\valorant_Chamber Valorant_24.jpg,Chamber
valorant_images\valorant_Chamber Valorant_25.jpg,Chamber
valorant_images\valorant_Chamber Valorant_26.jpg,Chamber
valorant_images\valorant_Chamber Valorant_27.jpg,Chamber
valorant_images\valorant_Chamber Valorant_28.jpg,Chamber
valorant_images\valorant_Chamber Valorant_29.jpg,Chamber
valorant_images\valorant_Chamber Valorant_3.jpg,Chamber
valorant_images\valorant_Chamber Valorant_30.jpg,Chamber
valorant_images\valorant_Chamber Valorant_31.jpg,Chamber
valorant_images\valorant_Chamber Valorant_32.jpg,Chamber
valorant_images\valorant_Chamber Valorant_33.jpg,Chamber
valorant_images\valorant_Chamber Valorant_34.jpg,Chamber
valorant_images\valorant_Chamber Valorant_35.jpg,Chamber
valorant_images\valorant_Chamber Valorant_36.jpg,Chamber
valorant_images\valorant_Chamber Valorant_37.jpg,Chamber
valorant_images\valorant_Chamber Valorant_38.jpg,Chamber
valorant_images\valorant_Chamber Valorant_39.jpg,Chamber
valorant_images\valorant_Chamber Valorant_4.jpg,Chamber
valorant_images\valorant_Chamber Valorant_40.jpg,Chamber
valorant_images\valorant_Chamber Valorant_41.jpg,Chamber
valorant_images\valorant_Chamber Valorant_42.jpg,Chamber
valorant_images\valorant_Chamber Valorant_43.jpg,Chamber
valorant_images\valorant_Chamber Valorant_44.jpg,Chamber
valorant_images\valorant_Chamber Valorant_45.jpg,Chamber
valorant_images\valorant_Chamber Valorant_46.jpg,Chamber
valorant_images\valorant_Chamber Valorant_47.jpg,Chamber
valorant_images\valorant_Chamber Valorant_48.jpg,Chamber
valorant_images\valorant_Chamber Valorant_49.jpg,Chamber
valorant_images\valorant_Chamber Valorant_5.jpg,Chamber
valorant_images\valorant_Chamber Valorant_6.jpg,Chamber
valorant_images\valorant_Chamber Valorant_7.jpg,Chamber
valorant_images\valorant_Chamber Valorant_8.jpg,Chamber
valorant_images\valorant_Chamber Valorant_9.jpg,Chamber
valorant_images\valorant_Classic Valorant_0.jpg,Classic
valorant_images\valorant_Classic Valorant_1.jpg,Classic
valorant_images\valorant_Classic Valorant_10.jpg,Classic
valorant_images\valorant_Classic Valorant_11.jpg,Classic
valorant_images\valorant_Classic Valorant_12.jpg,Classic
valorant_images\valorant_Classic Valorant_13.jpg,Classic
valorant_images\valorant_Classic Valorant_14.jpg,Classic
valorant_images\valorant_Classic Valorant_15.jpg,Classic
valorant_images\valorant_Classic Valorant_16.jpg,Classic
valorant_images\valorant_Classic Valorant_17.jpg,Classic
valorant_images\valorant_Classic Valorant_18.jpg,Classic
valorant_images\valorant_Classic Valorant_19.jpg,Classic
valorant_images\valorant_Classic Valorant_2.jpg,Classic
valorant_images\valorant_Classic Valorant_20.jpg,Classic
valorant_images\valorant_Classic Valorant_21.jpg,Classic
valorant_images\valorant_Classic Valorant_22.jpg,Classic
valorant_images\valorant_Classic Valorant_23.jpg,Classic
valorant_images\valorant_Classic Valorant_24.jpg,Classic
valorant_images\valorant_Classic Valorant_25.jpg,Classic
valorant_images\valorant_Classic Valorant_26.jpg,Classic
valorant_images\valorant_Classic Valorant_27.jpg,Classic
valorant_images\valorant_Classic Valorant_28.jpg,Classic
valorant_images\valorant_Classic Valorant_29.jpg,Classic
valorant_images\valorant_Classic Valorant_3.jpg,Classic
valorant_images\valorant_Classic Valorant_30.jpg,Classic
valorant_images\valorant_Classic Valorant_31.jpg,Classic
valorant_images\valorant_Classic Valorant_32.jpg,Classic
valorant_images\valorant_Classic Valorant_33.jpg,Classic
valorant_images\valorant_Classic Valorant_34.jpg,Classic
valorant_images\valorant_Classic Valorant_35.jpg,Classic
valorant_images\valorant_Classic Valorant_36.jpg,Classic
valorant_images\valorant_Classic Valorant_37.jpg,Classic
valorant_images\valorant_Classic Valorant_38.jpg,Classic
valorant_images\valorant_Classic Valorant_39.jpg,Classic
valorant_images\valorant_Classic Valorant_4.jpg,Classic
valorant_images\valorant_Classic Valorant_40.jpg,Classic
valorant_images\valorant_Classic Valorant_41.jpg,Classic
valorant_images\valorant_Classic Valorant_42.jpg,Classic
valorant_images\valorant_Classic Valorant_43.jpg,Classic
valorant_images\valorant_Classic Valorant_44.jpg,Classic
valorant_images\valorant_Classic Valorant_45.jpg,Classic
valorant_images\valorant_Classic Valorant_46.jpg,Classic
valorant_images\valorant_Classic Valorant_47.jpg,Classic
valorant_images\valorant_Classic Valorant_48.jpg,Classic
valorant_images\valorant_Classic Valorant_49.jpg,Classic
valorant_images\valorant_Classic Valorant_5.jpg,Classic
valorant_images\valorant_Classic Valorant_6.jpg,Classic
valorant_images\valorant_Classic Valorant_7.jpg,Classic
valorant_images\valorant_Classic Valorant_8.jpg,Classic
valorant_images\valorant_Classic Valorant_9.jpg,Classic
valorant_images\valorant_Clove Valorant_0.jpg,Clove
valorant_images\valorant_Clove Valorant_1.jpg,Clove
valorant_images\valorant_Clove Valorant_10.jpg,Clove
valorant_images\valorant_Clove Valorant_11.jpg,Clove
valorant_images\valorant_Clove Valorant_12.jpg,Clove
valorant_images\valorant_Clove Valorant_13.jpg,Clove
valorant_images\valorant_Clove Valorant_14.jpg,Clove
valorant_images\valorant_Clove Valorant_15.jpg,Clove
valorant_images\valorant_Clove Valorant_16.jpg,Clove
valorant_images\valorant_Clove Valorant_17.jpg,Clove
valorant_images\valorant_Clove Valorant_18.jpg,Clove
valorant_images\valorant_Clove Valorant_19.jpg,Clove
valorant_images\valorant_Clove Valorant_2.jpg,Clove
valorant_images\valorant_Clove Valorant_20.jpg,Clove
valorant_images\valorant_Clove Valorant_21.jpg,Clove
valorant_images\valorant_Clove Valorant_22.jpg,Clove
valorant_images\valorant_Clove Valorant_23.jpg,Clove
valorant_images\valorant_Clove Valorant_24.jpg,Clove
valorant_images\valorant_Clove Valorant_25.jpg,Clove
valorant_images\valorant_Clove Valorant_26.jpg,Clove
valorant_images\valorant_Clove Valorant_27.jpg,Clove
valorant_images\valorant_Clove Valorant_28.jpg,Clove
valorant_images\valorant_Clove Valorant_29.jpg,Clove
valorant_images\valorant_Clove Valorant_3.jpg,Clove
valorant_images\valorant_Clove Valorant_30.jpg,Clove
valorant_images\valorant_Clove Valorant_31.jpg,Clove
valorant_images\valorant_Clove Valorant_32.jpg,Clove
valorant_images\valorant_Clove Valorant_33.jpg,Clove
valorant_images\valorant_Clove Valorant_34.jpg,Clove
valorant_images\valorant_Clove Valorant_35.jpg,Clove
valorant_images\valorant_Clove Valorant_36.jpg,Clove
valorant_images\valorant_Clove Valorant_37.jpg,Clove
valorant_images\valorant_Clove Valorant_38.jpg,Clove
valorant_images\valorant_Clove Valorant_39.jpg,Clove
valorant_images\valorant_Clove Valorant_4.jpg,Clove
valorant_images\valorant_Clove Valorant_40.jpg,Clove
